word	approx_count	status
BUURAHA	7241	needs_human_review
MUUQATAA	7231	needs_human_review
QUDHA	7230	needs_human_review
XALANE	7227	needs_human_review
BILOWGA	7224	needs_human_review
NAFTAADA	7224	needs_human_review
CIYAARA	7222	needs_human_review
HADDAAD	7220	needs_human_review
XARUMO	7218	needs_human_review
INGIRIIS	7213	needs_human_review
ASTAANTA	7208	needs_human_review
HADAAD	7203	needs_human_review
WANAAGA	7203	needs_human_review
SHEEGNAY	7201	needs_human_review
USII	7187	needs_human_review
INDIA	7185	needs_human_review
KEENAAN	7174	needs_human_review
BOOSKA	7164	needs_human_review
HANA	7159	needs_human_review
BEELOOD	7156	needs_human_review
XIISADDA	7152	needs_human_review
FILIMKA	7150	needs_human_review
RAACEEN	7145	needs_human_review
ERGAYGA	7144	needs_human_review
CUNO	7141	needs_human_review
GERMANY	7134	needs_human_review
NOLOLEED	7134	needs_human_review
URURRADA	7132	needs_human_review
GUULAHA	7128	needs_human_review
ASAGOO	7123	needs_human_review
SANADO	7117	needs_human_review
HADLEY	7116	needs_human_review
NOQDA	7103	needs_human_review
COLAADA	7101	needs_human_review
BEENIYAY	7098	needs_human_review
SHAKUUR	7096	needs_human_review
WAREEDYO	7092	needs_human_review
DHIGAYO	7084	needs_human_review
BILOWGII	7083	needs_human_review
HOBYO	7055	needs_human_review
MUDDADII	7054	needs_human_review
SAARIN	7054	needs_human_review
INTAY	7053	needs_human_review
BANDHIGI	7048	needs_human_review
LACAGTII	7046	needs_human_review
MAAHAN	7046	needs_human_review
SIMAHA	7043	needs_human_review
DAREEMAY	7035	needs_human_review
KAMPALA	7024	needs_human_review
AADAMKA	7022	needs_human_review
MUUJISAY	7018	needs_human_review
MARBA	7017	needs_human_review
KOOFURTA	7012	needs_human_review
ARINTAAN	7007	needs_human_review
LAKIIN	7003	needs_human_review
GAAREY	6991	needs_human_review
DIRAYAA	6984	needs_human_review
ARAGNIMO	6971	needs_human_review
JIMCAALE	6971	needs_human_review
PAGE	6969	needs_human_review
NOOCAAS	6967	needs_human_review
JUBADA	6960	needs_human_review
ISBADAL	6959	needs_human_review
YARA	6959	needs_human_review
ADEEGYO	6958	needs_human_review
AQBALAY	6953	needs_human_review
CALEEMO	6953	needs_human_review
GUDBO	6952	needs_human_review
LAGUU	6950	needs_human_review
HADLA	6942	needs_human_review
QALINKA	6940	needs_human_review
AYAN	6934	needs_human_review
COLAADDA	6934	needs_human_review
JOSE	6934	needs_human_review
QAASIM	6924	needs_human_review
MUSTAFE	6920	needs_human_review
NABIGA	6915	needs_human_review
XUMADA	6907	needs_human_review
GUDBIYEY	6906	needs_human_review
AXADDII	6891	needs_human_review
MARTIDA	6890	needs_human_review
URL	6890	needs_human_review
MACHADKA	6888	needs_human_review
HOOLKA	6883	needs_human_review
QIYAASAY	6883	needs_human_review
BAYERN	6879	needs_human_review
WARRAMAY	6876	needs_human_review
HEYSTO	6874	needs_human_review
INTEEDA	6862	needs_human_review
KULMO	6861	needs_human_review
MIDKOOD	6859	needs_human_review
IYADUNA	6852	needs_human_review
FULIYAAN	6851	needs_human_review
ABUURTAY	6846	needs_human_review
JECLAHAY	6846	needs_human_review
DAGAALKU	6832	needs_human_review
SALAADA	6824	needs_human_review
CIYAARAY	6823	needs_human_review
DAWLADU	6820	needs_human_review
GEYSAN	6819	needs_human_review
SABTIDII	6814	needs_human_review
SAREYSA	6802	needs_human_review
DUUBAY	6791	needs_human_review
JOOGEEN	6791	needs_human_review
LAMID	6786	needs_human_review
CARABKA	6774	needs_human_review
WAREEGGA	6774	needs_human_review
MUUQDO	6773	needs_human_review
AAGGA	6771	needs_human_review
RISAAQ	6764	needs_human_review
ISAGANA	6757	needs_human_review
HELAA	6747	needs_human_review
MARAYKAN	6743	needs_human_review
AWEYS	6742	needs_human_review
CAQLIGA	6730	needs_human_review
JIDADKA	6726	needs_human_review
SPORTS	6724	needs_human_review
IBRAAHIN	6723	needs_human_review
CARBEED	6718	needs_human_review
JAWAABO	6711	needs_human_review
KALEBA	6704	needs_human_review
MUNICH	6691	needs_human_review
WARKAN	6682	needs_human_review
JENERAAL	6678	needs_human_review
WAXYEELO	6678	needs_human_review
GUBAY	6664	needs_human_review
JAGADA	6657	needs_human_review
MILATARI	6657	needs_human_review
YARAA	6656	needs_human_review
JOOGI	6651	needs_human_review
FALKA	6633	needs_human_review
BAAHNA	6623	needs_human_review
OGAADAAN	6622	needs_human_review
LAAYAY	6616	needs_human_review
XALINTA	6609	needs_human_review
SANDUUQA	6598	needs_human_review
SAYLICI	6595	needs_human_review
ABUURI	6594	needs_human_review
SUURA	6593	needs_human_review
WAALIDKA	6583	needs_human_review
XIRNAA	6582	needs_human_review
BOOLISKU	6577	needs_human_review
JEN	6571	needs_human_review
OCT	6571	needs_human_review
LABADUBA	6569	needs_human_review
SOURCE	6569	needs_human_review
SUGAYO	6568	needs_human_review
SAMEEYAA	6563	needs_human_review
TANZANIA	6557	needs_human_review
SOCOTAA	6548	needs_human_review
DAGMADA	6544	needs_human_review
DILEY	6544	needs_human_review
HADLAYAA	6536	needs_human_review
QAADDAY	6535	needs_human_review
USA	6534	needs_human_review
DOWLADU	6532	needs_human_review
IDIINKU	6528	needs_human_review
CAWAALE	6525	needs_human_review
MAQAARKA	6519	needs_human_review
DKMG	6517	needs_human_review
DAMBEYSA	6513	needs_human_review
GOORDHOW	6510	needs_human_review
CAWAD	6507	needs_human_review
XIDHO	6506	needs_human_review
SOCDEY	6505	needs_human_review
QABTEY	6497	needs_human_review
HEERARKA	6476	needs_human_review
LOADING	6476	needs_human_review
SALAADDA	6474	needs_human_review
HOOSTAGA	6470	needs_human_review
BAAQAYAA	6469	needs_human_review
KUNOOL	6467	needs_human_review
AXMAD	6465	needs_human_review
MARAYAY	6464	needs_human_review
MIDABKA	6460	needs_human_review
ISTANBUL	6449	needs_human_review
BAASHE	6437	needs_human_review
LIXDA	6432	needs_human_review
CULUMADA	6431	needs_human_review
BARTIISA	6427	needs_human_review
BILIHII	6426	needs_human_review
RASAASTA	6423	needs_human_review
FOOSHA	6419	needs_human_review
JUN	6415	needs_human_review
LAACIBKA	6414	needs_human_review
BEERTA	6413	needs_human_review
HADALKAN	6412	needs_human_review
GOOBTII	6411	needs_human_review
WADAAGO	6406	needs_human_review
MAKA	6403	needs_human_review
RUUXA	6402	needs_human_review
QABIN	6400	needs_human_review
WADAMO	6399	needs_human_review
MEYDKA	6392	needs_human_review
SIIYEEN	6391	needs_human_review
APPLE	6378	needs_human_review
AYNAAN	6368	needs_human_review
OGAADEEN	6367	needs_human_review
CODADKA	6350	needs_human_review
DARI	6350	needs_human_review
GOLUHU	6349	needs_human_review
CADAWGA	6348	needs_human_review
DOORTEEN	6347	needs_human_review
XIISADA	6335	needs_human_review
DOORTAAN	6333	needs_human_review
YIDHAA	6323	needs_human_review
XADHIGA	6321	needs_human_review
FROM	6318	needs_human_review
MARIYO	6318	needs_human_review
ROOBOW	6311	needs_human_review
AMMAANAY	6300	needs_human_review
CARABIYA	6299	needs_human_review
CIIDA	6297	needs_human_review
NIMAN	6296	needs_human_review
AHAANEED	6290	needs_human_review
ADO	6286	needs_human_review
QARNIGII	6283	needs_human_review
HOWLGALA	6280	needs_human_review
AXSAABTA	6277	needs_human_review
BADNAYD	6275	needs_human_review
DAAROOD	6272	needs_human_review
WATAAN	6268	needs_human_review
WADDA	6266	needs_human_review
FULISAY	6260	needs_human_review
TATTOO	6259	needs_human_review
GARANAYN	6253	needs_human_review
XUDUUDA	6247	needs_human_review
JIRTEY	6239	needs_human_review
XIREEN	6234	needs_human_review
ARAGNAY	6227	needs_human_review
FARAY	6227	needs_human_review
LABADAAS	6220	needs_human_review
QOFNA	6217	needs_human_review
HADALLO	6214	needs_human_review
YOONIS	6213	needs_human_review
SIDAANA	6211	needs_human_review
MARAAN	6210	needs_human_review
WEYDIIN	6209	needs_human_review
GEEYEY	6190	needs_human_review
DEGMADDA	6182	needs_human_review
CHINA	6181	needs_human_review
SHIRKAAN	6179	needs_human_review
RBC	6176	needs_human_review
BANKIGA	6165	needs_human_review
BORAMA	6163	needs_human_review
KEENEEN	6163	needs_human_review
GOLLAHA	6145	needs_human_review
DARAJADA	6139	needs_human_review
BANDHIGO	6138	needs_human_review
WAQTIGAN	6134	needs_human_review
NUXURKA	6128	needs_human_review
DARISKA	6127	needs_human_review
WAAHEEN	6124	needs_human_review
BAXAYAAN	6119	needs_human_review
BAXDA	6116	needs_human_review
TURKIGU	6116	needs_human_review
DADAALO	6113	needs_human_review
SHORT	6110	needs_human_review
NEXT	6108	needs_human_review
ILAHA	6106	needs_human_review
MACNAHA	6103	needs_human_review
NUUX	6101	needs_human_review
AADNA	6090	needs_human_review
MARKAN	6090	needs_human_review
PSG	6085	needs_human_review
WIILKII	6083	needs_human_review
OGAA	6082	needs_human_review
BAANKA	6077	needs_human_review
HAYNTA	6070	needs_human_review
DADKOODA	6069	needs_human_review
MARWALBA	6066	needs_human_review
FINALKA	6064	needs_human_review
BADAL	6060	needs_human_review
XAALADO	6060	needs_human_review
NINKAASI	6058	needs_human_review
KACA	6057	needs_human_review
XIDIGA	6057	needs_human_review
JIBRIIL	6055	needs_human_review
HAWLO	6054	needs_human_review
QASHINKA	6054	needs_human_review
KARIIMKA	6051	needs_human_review
NAFTA	6051	needs_human_review
RABBIGU	6051	needs_human_review
WAAYAAN	6051	needs_human_review
BAAHNAYN	6048	needs_human_review
TEGI	6038	needs_human_review
SIRTA	6027	needs_human_review
SHIRDOON	6026	needs_human_review
HOWLO	6020	needs_human_review
CAADADA	6010	needs_human_review
OUR	6001	needs_human_review
YAREEYO	5998	needs_human_review
HOWLGALO	5989	needs_human_review
CIIDDA	5986	needs_human_review
SHEEGAA	5975	needs_human_review
NOQOTEE	5974	needs_human_review
SHEEKHA	5974	needs_human_review
GELISAY	5971	needs_human_review
MADIINA	5971	needs_human_review
DFKMG	5970	needs_human_review
HAKA	5970	needs_human_review
SABAHI	5970	needs_human_review
NIMO	5969	needs_human_review
FURI	5965	needs_human_review
QALBIGA	5965	needs_human_review
DAAWADA	5956	needs_human_review
CALOOSHA	5953	needs_human_review
AHBA	5944	needs_human_review
INTER	5932	needs_human_review
XULAY	5932	needs_human_review
TODAY	5931	needs_human_review
EEK	5930	needs_human_review
MAAMUSHO	5928	needs_human_review
KEENTO	5923	needs_human_review
WAFTI	5922	needs_human_review
XAJKA	5922	needs_human_review
UGALA	5920	needs_human_review
MUXAMED	5917	needs_human_review
BUUXIYAY	5916	needs_human_review
DALKEEDA	5913	needs_human_review
QADKA	5901	needs_human_review
DOONAYEY	5899	needs_human_review
YAABAY	5890	needs_human_review
DHULKII	5885	needs_human_review
WASIIRRO	5872	needs_human_review
HALGANKA	5871	needs_human_review
MARINTA	5865	needs_human_review
DAAHA	5863	needs_human_review
WANAAGGA	5862	needs_human_review
ARRINTAA	5860	needs_human_review
DADKIISA	5858	needs_human_review
LOOSOO	5843	needs_human_review
QARXIYAY	5843	needs_human_review
JUL	5842	needs_human_review
MOODAA	5838	needs_human_review
HELNO	5835	needs_human_review
KOBCINTA	5835	needs_human_review
WIILASHA	5835	needs_human_review
DACWADDA	5834	needs_human_review
ARCHIVE	5830	needs_human_review
ISNIINTA	5820	needs_human_review
XIRTA	5817	needs_human_review
INOOGU	5816	needs_human_review
HALA	5808	needs_human_review
SHIRKU	5808	needs_human_review
SYL	5806	needs_human_review
CAQABADO	5804	needs_human_review
ASALKA	5802	needs_human_review
DAWLADII	5801	needs_human_review
FIFA	5800	needs_human_review
MARKABKA	5799	needs_human_review
DUULAY	5797	needs_human_review
QABTAA	5796	needs_human_review
JAMES	5795	needs_human_review
SSC	5793	needs_human_review
DHAXEEYO	5789	needs_human_review
MAREYKAN	5787	needs_human_review
RABSHADO	5785	needs_human_review
KHAN	5784	needs_human_review
NAAFADA	5780	needs_human_review
FUREEN	5775	needs_human_review
HORSEEDI	5774	needs_human_review
OFF	5765	needs_human_review
ERGEYGA	5758	needs_human_review
QAACIDA	5743	needs_human_review
SUURAGAL	5731	needs_human_review
GAALADA	5728	needs_human_review
KADDIBNA	5728	needs_human_review
IIDADA	5726	needs_human_review
WAARA	5718	needs_human_review
XARIIQAY	5718	needs_human_review
ISAL	5716	needs_human_review
IRI	5706	needs_human_review
QAYBOOD	5706	needs_human_review
SHEEGTO	5703	needs_human_review
HAYSTAA	5699	needs_human_review
HOOYADII	5691	needs_human_review
DALKAAN	5690	needs_human_review
MAASUQA	5688	needs_human_review
XIRTAY	5683	needs_human_review
KULANTAY	5680	needs_human_review
MIDBA	5678	needs_human_review
XUQUUQUL	5678	needs_human_review
BAAHIYAY	5677	needs_human_review
MUXUMED	5677	needs_human_review
HADUU	5676	needs_human_review
MUUJIYO	5674	needs_human_review
ANDROID	5671	needs_human_review
WENGER	5668	needs_human_review
DIREEN	5667	needs_human_review
STADIUM	5667	needs_human_review
TAALO	5666	needs_human_review
ASXAABTA	5662	needs_human_review
REEBAY	5660	needs_human_review
BOQORKII	5658	needs_human_review
HAYSAY	5658	needs_human_review
SAFKA	5652	needs_human_review
DHEXEYSA	5648	needs_human_review
RUGTA	5648	needs_human_review
SIINAYA	5648	needs_human_review
XUMAA	5647	needs_human_review
XUDUR	5640	needs_human_review
LIONEL	5639	needs_human_review
SIWEYN	5627	needs_human_review
WEFTI	5627	needs_human_review
INAA	5622	needs_human_review
GAASKA	5618	needs_human_review
CADE	5611	needs_human_review
WEBIGA	5607	needs_human_review
BEDELI	5601	needs_human_review
TARSAN	5599	needs_human_review
DOODU	5597	needs_human_review
GUDI	5585	needs_human_review
BEENTA	5583	needs_human_review
HORTAGI	5578	needs_human_review
BAAQEEN	5574	needs_human_review
WATO	5574	needs_human_review
BADA	5573	needs_human_review
DEEQAHA	5572	needs_human_review
GARTAY	5565	needs_human_review
GALABSAN	5561	needs_human_review
GAARAYO	5556	needs_human_review
JECLAA	5554	needs_human_review
TABABARO	5554	needs_human_review
DAAFAHA	5553	needs_human_review
ILKA	5546	needs_human_review
KACAANKA	5545	needs_human_review
YARI	5545	needs_human_review
ABAARO	5541	needs_human_review
IDHI	5541	needs_human_review
YOUTUBE	5540	needs_human_review
QAADAA	5538	needs_human_review
NINKAAN	5532	needs_human_review
HILIBKA	5529	needs_human_review
ARTICLE	5525	needs_human_review
QABSATAY	5523	needs_human_review
MABDA	5521	needs_human_review
UNHCR	5518	needs_human_review
XILIGAAS	5512	needs_human_review
TILMAAMO	5510	needs_human_review
FADHIYAY	5503	needs_human_review
XUKUMADA	5502	needs_human_review
GALAYAAN	5501	needs_human_review
QORAALLO	5501	needs_human_review
BEELO	5500	needs_human_review
CAANAHA	5493	needs_human_review
ISLII	5492	needs_human_review
DEEQDA	5480	needs_human_review
YAALO	5480	needs_human_review
KHUSEEYA	5474	needs_human_review
GEEDKA	5472	needs_human_review
DHAMI	5469	needs_human_review
GUDBISAY	5465	needs_human_review
SHEEGA	5464	needs_human_review
GURIGII	5462	needs_human_review
WAARE	5462	needs_human_review
DESK	5461	needs_human_review
BAAHISAY	5456	needs_human_review
XIGAY	5455	needs_human_review
QOYSKII	5454	needs_human_review
JACEYLKA	5449	needs_human_review
MASUULKA	5438	needs_human_review
QARKA	5433	needs_human_review
ASKARIGA	5427	needs_human_review
XISBIGU	5425	needs_human_review
KOLBA	5424	needs_human_review
TASHIGA	5422	needs_human_review
WAYNA	5421	needs_human_review
CUDURADA	5417	needs_human_review
TAAGEERI	5416	needs_human_review
RAJADA	5413	needs_human_review
YEELI	5413	needs_human_review
HELEYNO	5409	needs_human_review
QORNAA	5398	needs_human_review
WALBANA	5398	needs_human_review
DHASHA	5396	needs_human_review
BADEED	5395	needs_human_review
WEJIGA	5393	needs_human_review
BARARKA	5385	needs_human_review
JABHADDA	5384	needs_human_review
ITALY	5381	needs_human_review
MAAYARKA	5380	needs_human_review
HANJABAY	5378	needs_human_review
QOREEN	5377	needs_human_review
HORMARKA	5375	needs_human_review
TPLF	5368	needs_human_review
ATLETICO	5356	needs_human_review
LIITA	5355	needs_human_review
EEGTO	5352	needs_human_review
ADIS	5347	needs_human_review
JEEDISAY	5340	needs_human_review
MANSUUR	5339	needs_human_review
HEYSO	5334	needs_human_review
EHELADA	5332	needs_human_review
THAT	5332	needs_human_review
SAYLAC	5328	needs_human_review
DHIBTA	5324	needs_human_review
OGOLAAN	5324	needs_human_review
KOOBNAA	5323	needs_human_review
FASALKA	5317	needs_human_review
CUP	5314	needs_human_review
LUULYO	5312	needs_human_review
ISDABA	5309	needs_human_review
JIRNAY	5307	needs_human_review
AMERICA	5304	needs_human_review
MAREEB	5302	needs_human_review
QAAHIRA	5298	needs_human_review
DEEQAY	5297	needs_human_review
EREYADA	5295	needs_human_review
NOQONAYO	5290	needs_human_review
SHAQEYSO	5290	needs_human_review
XUBINTA	5287	needs_human_review
DHEERAA	5286	needs_human_review
WAYDAY	5277	needs_human_review
CASUUMAY	5268	needs_human_review
XUMAADO	5264	needs_human_review
MIDAYSAN	5258	needs_human_review
BURBURAY	5257	needs_human_review
QOYSAS	5256	needs_human_review
DHEXDA	5255	needs_human_review
KOOXIHII	5253	needs_human_review
DHAQAAQA	5252	needs_human_review
XORTA	5248	needs_human_review
IFTIINKA	5246	needs_human_review
CODKOODA	5244	needs_human_review
XISBUL	5244	needs_human_review
ARKAYAY	5237	needs_human_review
DHACAYAY	5233	needs_human_review
GUURADII	5233	needs_human_review
RELATED	5230	needs_human_review
EEGIS	5227	needs_human_review
PAUL	5226	needs_human_review
SYRIA	5226	needs_human_review
GABDHOOD	5222	needs_human_review
SIDAAD	5219	needs_human_review
LIBYA	5218	needs_human_review
GARTO	5215	needs_human_review
KACDAY	5215	needs_human_review
DHIGIN	5211	needs_human_review
ERAYO	5210	needs_human_review
RAACDAY	5210	needs_human_review
MAALINBA	5208	needs_human_review
ANAGU	5204	needs_human_review
HABABKA	5198	needs_human_review
MAASUQ	5196	needs_human_review
TURKEY	5196	needs_human_review
MARAYAAN	5194	needs_human_review
GARAACAY	5193	needs_human_review
MUHIIMAD	5193	needs_human_review
DIIDO	5191	needs_human_review
SOONA	5186	needs_human_review
HORTIISA	5183	needs_human_review
GABEEYAY	5182	needs_human_review
WAREEGI	5179	needs_human_review
BEDELO	5177	needs_human_review
GEYSTO	5175	needs_human_review
QASRIGA	5173	needs_human_review
KAALMADA	5172	needs_human_review
RIYAALE	5171	needs_human_review
MICHAEL	5166	needs_human_review
DOONNO	5163	needs_human_review
KUWAIT	5156	needs_human_review
QABSADO	5155	needs_human_review
IGMADAY	5138	needs_human_review
GUDOONKA	5137	needs_human_review
CABSIDA	5136	needs_human_review
GOOBIHII	5135	needs_human_review
PORTUGAL	5134	needs_human_review
QAALIGA	5134	needs_human_review
GEYSATAY	5132	needs_human_review
BELGIUM	5131	needs_human_review
CODSATAY	5131	needs_human_review
SEP	5131	needs_human_review
DEC	5129	needs_human_review
GARANAYO	5129	needs_human_review
OGAHAY	5129	needs_human_review
GUDIDA	5126	needs_human_review
NINKEEDA	5124	needs_human_review
DOONAN	5121	needs_human_review
MOBILE	5119	needs_human_review
GAADHIN	5117	needs_human_review
AADAM	5114	needs_human_review
WEFTIGA	5113	needs_human_review
MAHIGA	5109	needs_human_review
AMIIRKA	5107	needs_human_review
HORTAGA	5107	needs_human_review
IBNU	5103	needs_human_review
SACUUDI	5101	needs_human_review
ANAGOO	5100	needs_human_review
BANDHIGA	5097	needs_human_review
GOOSTAY	5084	needs_human_review
ISTAAGO	5080	needs_human_review
HOTEELKA	5078	needs_human_review
NINKAAS	5078	needs_human_review
DANBAYN	5074	needs_human_review
MAANKA	5073	needs_human_review
ADKAATAY	5064	needs_human_review
TAQAAN	5061	needs_human_review
DHAMAAD	5052	needs_human_review
HAAYO	5046	needs_human_review
NICHOLAS	5042	needs_human_review
WHO	5031	needs_human_review
WAXTARKA	5029	needs_human_review
AUG	5028	needs_human_review
KOOXDU	5015	needs_human_review
NOV	5003	needs_human_review
LAMANA	5002	needs_human_review
GALISAY	5001	needs_human_review
KORDHAYA	4999	needs_human_review
VAN	4999	needs_human_review
DEKADA	4996	needs_human_review
QAADAYA	4996	needs_human_review
BADANNA	4994	needs_human_review
DHIGANTA	4993	needs_human_review
MUUNGAAB	4992	needs_human_review
MARAYSO	4989	needs_human_review
WARQADDA	4989	needs_human_review
RAGII	4984	needs_human_review
DUWANAA	4981	needs_human_review
SAARISTA	4980	needs_human_review
ARKIN	4975	needs_human_review
GALNAY	4975	needs_human_review
ADKAADAY	4971	needs_human_review
AWOODAHA	4968	needs_human_review
SIINAYAA	4964	needs_human_review
GELIYAAN	4955	needs_human_review
ROOBAB	4955	needs_human_review
XALIYO	4955	needs_human_review
SIIYA	4953	needs_human_review
CAGA	4952	needs_human_review
SAYNISKA	4952	needs_human_review
HAYAHA	4951	needs_human_review
RAADIYO	4950	needs_human_review
DANBEYN	4948	needs_human_review
YARTA	4944	needs_human_review
TIRA	4943	needs_human_review
RABNAA	4942	needs_human_review
TAGEY	4940	needs_human_review
GEESTA	4938	needs_human_review
DIIDKA	4934	needs_human_review
QIRAY	4934	needs_human_review
SONNA	4924	needs_human_review
FARAH	4920	needs_human_review
LAAMIGA	4919	needs_human_review
SADEXAAD	4918	needs_human_review
ARAGNO	4912	needs_human_review
DANYARTA	4910	needs_human_review
HABLAHA	4909	needs_human_review
JWXO	4908	needs_human_review
KUMEEL	4905	needs_human_review
YAALAY	4899	needs_human_review
JIRKAAN	4898	needs_human_review
NOOCAAN	4898	needs_human_review
SAARA	4895	needs_human_review
BADALI	4894	needs_human_review
ILKAHA	4891	needs_human_review
BOLIISKA	4889	needs_human_review
FULIYEY	4888	needs_human_review
BOSAASO	4887	needs_human_review
DABOOLKA	4880	needs_human_review
YAQAANNO	4876	needs_human_review
FURAHA	4870	needs_human_review
IYADANA	4870	needs_human_review
DHIGAYSA	4868	needs_human_review
HUMAN	4860	needs_human_review
ANSHAXA	4859	needs_human_review
AABE	4858	needs_human_review
KUBAD	4857	needs_human_review
WEYDIIYO	4857	needs_human_review
QIRTAY	4852	needs_human_review
HASA	4847	needs_human_review
FIIDKII	4844	needs_human_review
XIRKA	4844	needs_human_review
SUUBAN	4841	needs_human_review
MIDHO	4840	needs_human_review
ARKA	4839	needs_human_review
YAQAANAY	4839	needs_human_review
DAREEMI	4837	needs_human_review
DEYNTA	4837	needs_human_review
DEKEDAHA	4832	needs_human_review
COSOBLE	4826	needs_human_review
HURDADA	4826	needs_human_review
SIDAASNA	4825	needs_human_review
GABO	4824	needs_human_review
TIMI	4822	needs_human_review
ROOBKA	4818	needs_human_review
LAABTEEN	4817	needs_human_review
QABEEN	4812	needs_human_review
NEYMAR	4808	needs_human_review
RIGHTS	4804	needs_human_review
SAFTAY	4803	needs_human_review
GAADHAYA	4801	needs_human_review
ARRIMOOD	4799	needs_human_review
MAXAAN	4795	needs_human_review
JOOGTAY	4794	needs_human_review
XAGAAGAN	4782	needs_human_review
FOGAADO	4780	needs_human_review
EUROPE	4778	needs_human_review
QAABADA	4768	needs_human_review
SABABA	4768	needs_human_review
AFARTII	4751	needs_human_review
GAARISA	4749	needs_human_review
XILKAASI	4747	needs_human_review
RAIISUL	4740	needs_human_review
IPHONE	4739	needs_human_review
FURMAYA	4737	needs_human_review
KEATING	4735	needs_human_review
SUGI	4733	needs_human_review
BARYAYAA	4732	needs_human_review
GALEY	4732	needs_human_review
DUULAAN	4726	needs_human_review
AASO	4725	needs_human_review
XASUUQA	4723	needs_human_review
KUWADA	4722	needs_human_review
KARTAAN	4717	needs_human_review
QAATEY	4717	needs_human_review
HOYGA	4716	needs_human_review
QUDUS	4716	needs_human_review
XILIGAAN	4715	needs_human_review
HEYSTAAN	4711	needs_human_review
AYUUNA	4706	needs_human_review
NIMANKA	4706	needs_human_review
BEYLE	4705	needs_human_review
BIIRAAN	4705	needs_human_review
GUDBINTA	4702	needs_human_review
HOWLAN	4702	needs_human_review
MALAYSIA	4700	needs_human_review
AMEERIKA	4699	needs_human_review
JADWALKA	4697	needs_human_review
KUYAALA	4686	needs_human_review
DHIGTAAN	4683	needs_human_review
SHAQSIGA	4682	needs_human_review
LOOGANA	4674	needs_human_review
KAARKA	4673	needs_human_review
SIIYAA	4671	needs_human_review
CALEEMA	4670	needs_human_review
TIMAADA	4665	needs_human_review
KANI	4664	needs_human_review
ADEN	4662	needs_human_review
ARBACADA	4662	needs_human_review
KUFSIGA	4659	needs_human_review
WEERARRO	4659	needs_human_review
XAMUULKA	4659	needs_human_review
CEELASHA	4656	needs_human_review
CULIMO	4655	needs_human_review
BUKAANKA	4652	needs_human_review
DOONI	4649	needs_human_review
XAGJIRKA	4647	needs_human_review
MSF	4646	needs_human_review
ANKARA	4644	needs_human_review
DUQEYNTA	4644	needs_human_review
ROMA	4641	needs_human_review
OMAR	4638	needs_human_review
HAWLAN	4633	needs_human_review
DHACAYO	4630	needs_human_review
BAABA	4629	needs_human_review
AWOODIN	4626	needs_human_review
XIDIGAHA	4626	needs_human_review
SABABI	4624	needs_human_review
ANNAGU	4622	needs_human_review
URURINTA	4620	needs_human_review
AABIHII	4617	needs_human_review
REUTERS	4617	needs_human_review
HELAYA	4615	needs_human_review
SANADII	4614	needs_human_review
AHLUSUNA	4609	needs_human_review
BADDAN	4607	needs_human_review
ALSHABAB	4603	needs_human_review
QABADKA	4602	needs_human_review
DAGAY	4601	needs_human_review
DUMARKU	4600	needs_human_review
QAABABKA	4598	needs_human_review
HIIGSIGA	4596	needs_human_review
BAAHDO	4595	needs_human_review
XILKAAS	4594	needs_human_review
WAAYA	4593	needs_human_review
AGABKA	4592	needs_human_review
KUSUGAN	4586	needs_human_review
IDMO	4585	needs_human_review
JOOGIN	4585	needs_human_review
YAHIIN	4581	needs_human_review
DEGDEGGA	4580	needs_human_review
DHAWAAQO	4578	needs_human_review
DAHABKA	4577	needs_human_review
AAMINA	4575	needs_human_review
KACO	4575	needs_human_review
BAXAYO	4571	needs_human_review
DUNIDU	4569	needs_human_review
XIMAN	4569	needs_human_review
SAAXIIBO	4567	needs_human_review
XAAFADO	4563	needs_human_review
CADDA	4561	needs_human_review
AASIYA	4560	needs_human_review
YARAATEE	4557	needs_human_review
KULEYLKA	4555	needs_human_review
SENATOR	4555	needs_human_review
ISKULA	4554	needs_human_review
MIDKII	4553	needs_human_review
MARIYAY	4551	needs_human_review
ARDEYDA	4548	needs_human_review
GALAYO	4545	needs_human_review
CASINO	4543	needs_human_review
ALAABADA	4540	needs_human_review
BILAWDAY	4539	needs_human_review
SUGAYAA	4538	needs_human_review
QOFKASTA	4534	needs_human_review
CAYMISKA	4533	needs_human_review
EEGAYO	4533	needs_human_review
FILAYAY	4530	needs_human_review
NATO	4530	needs_human_review
DHEXEEYO	4526	needs_human_review
MILATERI	4525	needs_human_review
QAABAB	4524	needs_human_review
SHARMA	4522	needs_human_review
BADALO	4521	needs_human_review
MIRE	4520	needs_human_review
BIXISAA	4519	needs_human_review
IIBSADAY	4519	needs_human_review
ISIMADA	4519	needs_human_review
KUURIYA	4513	needs_human_review
AFRICAN	4509	needs_human_review
BEDDELAY	4506	needs_human_review
HAWEENKU	4503	needs_human_review
BADAHA	4501	needs_human_review
CIIDANKU	4501	needs_human_review
RAACAAN	4498	needs_human_review
DEEQA	4494	needs_human_review
GOOLAL	4490	needs_human_review
INU	4490	needs_human_review
BILICDA	4487	needs_human_review
CARABIGA	4487	needs_human_review
SUGAYAAN	4487	needs_human_review
HIDAHA	4486	needs_human_review
HAWEENAY	4485	needs_human_review
DAHAY	4483	needs_human_review
DHIIBTAY	4478	needs_human_review
WITH	4474	needs_human_review
GEELA	4471	needs_human_review
MATALAYA	4469	needs_human_review
AASAASKA	4468	needs_human_review
